NAME,fips,% Housing Units Occupied,% Unemployment Rate,% Born in State,% <HS,% HS Grad,% Some College,% Bach Degree,% Grad Degree,% Below Pov Level,Commute Time,Median Income,Median Home Value,state_1.0,state_2.0,state_4.0,state_5.0,state_6.0,state_8.0,state_9.0,state_10.0,state_11.0,state_12.0,state_13.0,state_15.0,state_16.0,state_17.0,state_18.0,state_19.0,state_20.0,state_21.0,state_22.0,state_23.0,state_24.0,state_25.0,state_26.0,state_27.0,state_28.0,state_29.0,state_30.0,state_31.0,state_32.0,state_33.0,state_34.0,state_35.0,state_36.0,state_37.0,state_38.0,state_39.0,state_40.0,state_41.0,state_42.0,state_44.0,state_45.0,state_46.0,state_47.0,state_48.0,state_49.0,state_50.0,state_51.0,state_53.0,state_54.0,state_55.0,state_56.0
"Reno County, Kansas",20155,0.879665719,0.028,0.722730226,0.083152406,0.191138017,0.270074959,0.093342419,0.0474002,0.127113675,504115,25787,98100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloud County, Kansas",20029,0.835245724,0.03,0.722847682,0.057395143,0.204746137,0.257726269,0.093267108,0.057615894,0.115342163,68565,26208,73900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doniphan County, Kansas",20043,0.846821619,0.023,0.371509824,0.065279214,0.235780765,0.226990693,0.091907963,0.034772492,0.133014478,72240,24355,101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neosho County, Kansas",20133,0.862509682,0.023,0.764589147,0.056434109,0.20924031,0.263069767,0.080868217,0.056620155,0.168620155,119430,25817,81200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brown County, Kansas",20013,0.823454967,0.023,0.688948675,0.050082781,0.243687914,0.235720199,0.101510762,0.045943709,0.140521523,78525,26072,88700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riley County, Kansas",20161,0.870451427,0.034,0.467408627,0.02126275,0.093139078,0.157046855,0.126381215,0.1047466,0.188177327,592100,22909,194800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jefferson County, Kansas",20087,0.912255432,0.036,0.751535366,0.045425667,0.283248623,0.218180856,0.107952139,0.045531554,0.078568403,269985,33553,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butler County, Kentucky",21031,0.840935869,0.032,0.782032169,0.15457042,0.301608474,0.160768929,0.047234209,0.041584935,0.189172224,125570,23750,90100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harrison County, Kentucky",21097,0.865601162,0.029,0.80496036,0.114688237,0.278497964,0.195361046,0.05763874,0.044836083,0.168470109,189535,24721,137200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bracken County, Kentucky",21023,0.872609819,0.033,0.781242475,0.102817241,0.299181315,0.184565374,0.052371779,0.040934264,0.188779196,123275,26904,102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lyon County, Kentucky",21143,0.666666667,0.011,0.626557537,0.094063034,0.320669436,0.239677498,0.065599805,0.058270217,0.129489372,55695,21800,134100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jefferson County, Kentucky",21111,0.903579166,0.039,0.682633474,0.06887926,0.184883348,0.209605894,0.131938307,0.093420617,0.144569408,7987085,30037,164400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Larue County, Kentucky",21123,0.889973241,0.034,0.797541678,0.123057361,0.281011585,0.224992936,0.029598757,0.040901385,0.150113026,154095,21713,107500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mason County, Kentucky",21161,0.82353663,0.03,0.722264327,0.098874832,0.257855769,0.198915642,0.068093045,0.060980586,0.176295692,163990,24074,119500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mercer County, Kentucky",21167,0.84643492,0.055,0.794571482,0.103318461,0.268311954,0.203848299,0.071481688,0.050892359,0.158254322,225310,26223,144200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russell County, Kentucky",21207,0.698092589,0.04,0.74268018,0.172240991,0.254673423,0.185304054,0.054954955,0.03536036,0.242173423,127050,20142,85700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Washington County, Kentucky",21229,0.904106935,0.031,0.823612613,0.11248856,0.28280223,0.157999834,0.058407521,0.060903569,0.161577502,141490,24835,113700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ballard County, Kentucky",21007,0.788397649,0.03,0.64091471,0.103461063,0.263906057,0.239802225,0.055253399,0.038195303,0.164894932,76450,25227,99800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barren County, Kentucky",21009,0.863842354,0.042,0.765819597,0.116391941,0.282715201,0.171405678,0.070009158,0.03889652,0.233608059,362525,21500,116500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hancock County, Kentucky",21091,0.88167735,0.033,0.728982682,0.100355545,0.284436289,0.207477922,0.039912834,0.033031311,0.125817181,78660,26486,110300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hardin County, Kentucky",21093,0.885573961,0.035,0.538443036,0.062223045,0.198723345,0.243304501,0.083667145,0.067283408,0.135417919,1090925,28490,153900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Powell County, Kentucky",21197,0.849481273,0.036,0.818440062,0.133024917,0.286259232,0.161756351,0.062738414,0.03725347,0.21199578,125840,20078,79600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Webster County, Kentucky",21233,0.834311588,0.025,0.72900038,0.128240213,0.317521855,0.175598632,0.045229951,0.022576967,0.214519194,122805,21348,81300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casey County, Kentucky",21045,0.844337735,0.04,0.802798177,0.173778172,0.266966321,0.162003039,0.045644467,0.047163839,0.259116232,157370,19018,80700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christian County, Kentucky",21047,0.859274625,0.039,0.493253809,0.079681165,0.182278621,0.207104604,0.056197501,0.042206939,0.183773162,515990,25830,113900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grayson County, Kentucky",21085,0.715352515,0.023,0.82420353,0.135495454,0.283367713,0.190503476,0.041943617,0.029032012,0.2501337,288415,22045,107000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry County, Kentucky",21103,0.887426036,0.031,0.780257999,0.10794233,0.287340331,0.204692045,0.050082206,0.033135197,0.190906791,192025,25121,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hopkins County, Kentucky",21107,0.866520379,0.031,0.765986335,0.093684303,0.288761388,0.20169061,0.063485459,0.047521023,0.17379117,396825,25353,105900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laurel County, Kentucky",21125,0.88038259,0.043,0.777351279,0.129395148,0.278697242,0.186174809,0.055516783,0.036523762,0.232801595,437690,21339,107500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marshall County, Kentucky",21157,0.830284616,0.029,0.694731438,0.088878907,0.274144901,0.22806905,0.071841109,0.065167169,0.111018418,295600,27031,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meade County, Kentucky",21163,0.856383835,0.041,0.607957354,0.080279602,0.234025277,0.243521853,0.071559698,0.052919579,0.114806185,387745,30132,150700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montgomery County, Kentucky",21173,0.879261125,0.036,0.783925934,0.104434598,0.277243417,0.187074462,0.066969271,0.04394971,0.204113981,257195,22352,117200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicholas County, Kentucky",21181,0.823601345,0.038,0.809577465,0.153802817,0.288873239,0.168028169,0.036760563,0.032535211,0.252676056,85065,20978,84600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oldham County, Kentucky",21185,0.953943131,0.02,0.604598158,0.040581883,0.140361612,0.200966745,0.164820877,0.113745526,0.051748402,806640,38703,271900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Owen County, Kentucky",21187,0.687291849,0.026,0.794432548,0.11935574,0.343822735,0.155758309,0.045247184,0.022809794,0.160785774,121850,22299,99400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rockcastle County, Kentucky",21203,0.836002562,0.043,0.829678493,0.157782136,0.307541451,0.165210673,0.045343793,0.029654722,0.206037915,147830,20216,80800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott County, Kentucky",21209,0.940163782,0.028,0.65930452,0.062466132,0.198273446,0.204196797,0.111515967,0.074499692,0.116336865,558960,31841,178400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warren County, Kentucky",21227,0.911731714,0.033,0.607291164,0.074485672,0.169947875,0.175982978,0.112752814,0.072626891,0.163754578,1175210,24675,160600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allen County, Kentucky",21003,0.814497354,0.031,0.700057709,0.130037511,0.269789362,0.183418294,0.063239396,0.036164278,0.188467827,190145,22345,112300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bourbon County, Kentucky",21017,0.897427404,0.04,0.755510326,0.104150119,0.259729944,0.201300635,0.080073471,0.051330421,0.173947577,197520,26217,142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boyd County, Kentucky",21019,0.866786554,0.047,0.612817367,0.081782454,0.231768938,0.255536379,0.081699278,0.062360941,0.183256742,384040,23476,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bullitt County, Kentucky",21029,0.942985554,0.031,0.827058113,0.082890796,0.287418519,0.222686432,0.063498855,0.034807339,0.104686281,1041085,30393,157900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fayette County, Kentucky",21067,0.915712844,0.037,0.588208349,0.059111987,0.129662979,0.180463961,0.157291033,0.120595857,0.170433653,3259855,28192,180700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnson County, Kentucky",21115,0.817764882,0.04,0.799938712,0.137416276,0.244538808,0.216083702,0.060587489,0.044433743,0.224094909,185540,20366,96300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morgan County, Kentucky",21175,0.82785106,0.021,0.804441099,0.19736545,0.274745954,0.167783214,0.052164095,0.048701543,0.215355664,113805,20190,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perry County, Kentucky",21193,0.863035921,0.066,0.864063603,0.162908199,0.24423227,0.208009808,0.036333915,0.050339934,0.262250622,181405,19860,73800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolfe County, Kentucky",21237,0.757461683,0.067,0.849231621,0.210577322,0.264294614,0.170704693,0.015367576,0.038072823,0.317181227,48870,13713,63600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bell County, Kentucky",21013,0.828223181,0.034,0.781006326,0.2145064,0.271884655,0.154627041,0.027769604,0.035236134,0.358577314,154830,15309,59900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Breathitt County, Kentucky",21025,0.842355176,0.048,0.844693504,0.183668801,0.256480634,0.163769442,0.046126868,0.054742299,0.347514486,107905,14834,50800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Graves County, Kentucky",21083,0.861271333,0.045,0.701667829,0.099640693,0.266906205,0.201399689,0.065479702,0.044832949,0.174210329,344685,23766,98800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hart County, Kentucky",21099,0.814686873,0.036,0.785257959,0.164116605,0.272400279,0.157942771,0.044290546,0.035002953,0.210339829,197120,21325,92500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marion County, Kentucky",21155,0.89979476,0.051,0.861376872,0.132799501,0.289777454,0.166701331,0.045809068,0.043885191,0.218230033,137435,22403,103100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boone County, Kentucky",21015,0.94777476,0.03,0.524303807,0.047190054,0.182857585,0.218288857,0.133707735,0.073550486,0.070335799,1512475,35502,186500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Knox County, Kentucky",21121,0.836115843,0.032,0.821209521,0.185464137,0.254043919,0.143038739,0.0385801,0.049512187,0.323227508,229650,17050,82400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pike County, Kentucky",21195,0.835321577,0.041,0.752955376,0.168609361,0.271712713,0.173784369,0.045318519,0.046839608,0.259610138,477060,20092,78400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shelby County, Kentucky",21211,0.94496407,0.031,0.704249134,0.100094045,0.211024665,0.203992647,0.096716967,0.068161416,0.122793143,546420,29239,187200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anderson County, Kentucky",21005,0.920900939,0.049,0.820428559,0.077158549,0.252048258,0.217250383,0.08575673,0.053479788,0.137210768,265485,30800,142200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Breckinridge County, Kentucky",21027,0.711966605,0.044,0.779681275,0.123804781,0.31060757,0.185109562,0.043177291,0.033814741,0.171812749,227225,22988,99600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Franklin County, Kentucky",21073,0.897579223,0.036,0.742404963,0.076864959,0.214351042,0.201169079,0.131044218,0.07799825,0.118478607,447525,31240,142100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenton County, Kentucky",21117,0.91231421,0.033,0.581135238,0.069865443,0.194507189,0.207543962,0.129699796,0.076878704,0.123682357,1845940,31531,155200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madison County, Kentucky",21151,0.910408504,0.041,0.709386845,0.079319955,0.169799331,0.175551839,0.111516165,0.074960981,0.176544036,907430,22228,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magoffin County, Kentucky",21153,0.837837838,0.048,0.848413074,0.214984999,0.227538291,0.186641402,0.032370125,0.035291331,0.272856466,115565,17031,72300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simpson County, Kentucky",21213,0.896873784,0.019,0.636328406,0.095222278,0.301500304,0.182361734,0.061008692,0.034877927,0.151248408,149955,26264,131600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taylor County, Kentucky",21217,0.87411186,0.031,0.789176471,0.092313725,0.256078431,0.175254902,0.067647059,0.056862745,0.231882353,181255,19715,117200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carlisle County, Kentucky",21039,0.819805195,0.03,0.690972939,0.130138401,0.255732287,0.211319975,0.064036356,0.040074365,0.183226606,46765,23181,93500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gallatin County, Kentucky",21077,0.787343069,0.035,0.68022521,0.126393198,0.309433529,0.153625187,0.059749512,0.017924853,0.147190624,100575,23198,111900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrard County, Kentucky",21079,0.909733333,0.034,0.780297784,0.14260157,0.260156971,0.18773084,0.067636196,0.051535088,0.165281625,236185,25238,139100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campbell County, Kentucky",21037,0.905233239,0.03,0.601385111,0.06322954,0.205122091,0.186957417,0.147170711,0.082629759,0.132528423,996480,31260,168300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vermilion Parish, Louisiana",22113,0.820606199,0.046,0.895518399,0.14188117,0.275243456,0.146441278,0.070071993,0.023368467,0.173066965,683570,25239,114300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St. Charles Parish, Louisiana",22089,0.911750413,0.036,0.820271603,0.069475002,0.230938472,0.202222897,0.122657613,0.038160989,0.114084667,651765,34099,189300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Concordia Parish, Louisiana",22029,0.771186441,0.03,0.537136007,0.153338994,0.277658459,0.153688627,0.058338744,0.027121522,0.246940712,160270,20620,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St. James Parish, Louisiana",22093,0.891118124,0.037,0.940441073,0.100575924,0.292737744,0.191272182,0.069251299,0.028515241,0.16533221,241040,26928,152500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grant Parish, Louisiana",22043,0.754670122,0.024,0.75192411,0.130391981,0.310452837,0.212457491,0.043717559,0.01588509,0.168471452,230025,19852,105700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jefferson Parish, Louisiana",22051,0.895809355,0.036,0.723432116,0.102340914,0.218447048,0.196776935,0.122678612,0.060542155,0.15321847,4849790,28639,180500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bienville Parish, Louisiana",22013,0.754031226,0.025,0.853380158,0.118525022,0.289069359,0.19951712,0.055750658,0.030143401,0.284533216,141525,19763,72300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
