NAME,fips,% Housing Units Occupied,% Unemployment Rate,% Born in State,% <HS,% HS Grad,% Some College,% Bach Degree,% Grad Degree,% Below Pov Level,Commute Time,Median Income,Median Home Value,state_1.0,state_2.0,state_4.0,state_5.0,state_6.0,state_8.0,state_9.0,state_10.0,state_11.0,state_12.0,state_13.0,state_15.0,state_16.0,state_17.0,state_18.0,state_19.0,state_20.0,state_21.0,state_22.0,state_23.0,state_24.0,state_25.0,state_26.0,state_27.0,state_28.0,state_29.0,state_30.0,state_31.0,state_32.0,state_33.0,state_34.0,state_35.0,state_36.0,state_37.0,state_38.0,state_39.0,state_40.0,state_41.0,state_42.0,state_44.0,state_45.0,state_46.0,state_47.0,state_48.0,state_49.0,state_50.0,state_51.0,state_53.0,state_54.0,state_55.0,state_56.0
"Salem city, Virginia",51775,0.910523406,0.032,0.68172734,0.069360085,0.19205298,0.21337043,0.119362044,0.075238058,0.082095693,227440,30176,176800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Norfolk city, Virginia",51710,0.906412906,0.046,0.493383335,0.076623017,0.158816248,0.21159484,0.105451318,0.068450927,0.176646633,2648570,26058,199400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Charlotte County, Virginia",51037,0.71678763,0.031,0.74791236,0.112939231,0.306324928,0.211244316,0.050599421,0.021331129,0.236378669,140105,21645,107400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fairfax County, Virginia",51059,0.956063639,0.03,0.268614088,0.053499299,0.087157387,0.123931269,0.210008666,0.205644981,0.061122193,18376880,52747,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Greensville County, Virginia",51081,0.882507777,0.028,0.676130028,0.181233382,0.310918604,0.196414787,0.04365726,0.024358864,0.120679304,96455,19176,96400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"James City County, Virginia",51095,0.87599732,0.023,0.399107251,0.036060577,0.13473494,0.193249093,0.195069653,0.16316265,0.076800669,782350,36435,339600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Russell County, Virginia",51167,0.810002216,0.03,0.798708406,0.152291302,0.265725336,0.218950671,0.071001168,0.028677758,0.192498541,248045,19850,96900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Smyth County, Virginia",51173,0.835885788,0.03,0.776006955,0.12334589,0.276345021,0.225602885,0.063975015,0.040600148,0.187320905,254505,21379,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Campbell County, Virginia",51031,0.891395511,0.023,0.714718144,0.100960667,0.227079935,0.229853181,0.107685336,0.054468008,0.116258836,640810,27185,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Henry County, Virginia",51089,0.823628113,0.043,0.713266651,0.155365589,0.251356905,0.233116229,0.061041327,0.032759556,0.2005699,453880,21041,94200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"King George County, Virginia",51099,0.910573172,0.027,0.431363461,0.042835071,0.184743144,0.20382387,0.144032445,0.084434144,0.05608343,477880,38917,301600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lancaster County, Virginia",51103,0.675601104,0.016,0.64800074,0.088115513,0.240929285,0.219455757,0.128100703,0.116901148,0.09098482,110330,26585,237700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lee County, Virginia",51105,0.776391718,0.043,0.566503688,0.181072346,0.252175354,0.226941245,0.061199967,0.02336952,0.22433082,213740,17136,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Prince George County, Virginia",51149,0.919452275,0.039,0.515332243,0.0697208,0.226447459,0.231514224,0.112920251,0.053702433,0.082915501,423435,32636,218200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rockingham County, Virginia",51165,0.879547522,0.023,0.684608026,0.112783848,0.237916016,0.156059614,0.105080308,0.071899703,0.093159962,811015,29905,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Scott County, Virginia",51169,0.734254606,0.027,0.349039029,0.140760598,0.277840883,0.221045936,0.071516198,0.035848971,0.178245263,228395,20511,94400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Appomattox County, Virginia",51011,0.839069383,0.022,0.738524748,0.112858702,0.245490146,0.212813764,0.084740322,0.05597997,0.13455736,196960,28929,155300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Franklin County, Virginia",51067,0.774081147,0.028,0.702381164,0.094446322,0.252574111,0.229135917,0.09037398,0.058506571,0.158981381,682335,26264,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Montgomery County, Virginia",51121,0.888897239,0.027,0.537077666,0.042460483,0.126044675,0.13866751,0.125258936,0.134075533,0.219731216,826970,23402,221900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"New Kent County, Virginia",51127,0.937832608,0.029,0.675543762,0.052077904,0.23802303,0.22579728,0.126664455,0.077856229,0.047007534,344585,38654,264800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cumberland County, Virginia",51049,0.841579953,0.043,0.736255876,0.135090946,0.248620478,0.203556101,0.067238913,0.057020233,0.192111179,170620,25668,146300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Goochland County, Virginia",51075,0.918164978,0.019,0.620763277,0.068276844,0.192331643,0.194822525,0.18779468,0.105684548,0.050529312,308560,39096,344000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Halifax County, Virginia",51083,0.770646739,0.023,0.774202824,0.129790966,0.265533799,0.208717904,0.073118836,0.041116766,0.147934098,346295,22443,112700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Madison County, Virginia",51113,0.838922848,0.033,0.722201081,0.09361443,0.258619377,0.193926478,0.11089124,0.063018495,0.081436943,160945,26125,253000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Prince William County, Virginia",51153,0.952488473,0.034,0.360245999,0.073180237,0.131971827,0.176497376,0.152133885,0.103643358,0.06682007,8945830,42278,369300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Southampton County, Virginia",51175,0.859062171,0.023,0.727632532,0.117732315,0.223256592,0.262890908,0.088132003,0.042867495,0.092814538,216815,27375,169500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Brunswick County, Virginia",51025,0.735676925,0.035,0.770957096,0.154515452,0.276027603,0.2,0.065346535,0.040024002,0.184938494,181515,18522,110800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Caroline County, Virginia",51033,0.896107096,0.033,0.640703684,0.097634508,0.254273787,0.190730188,0.098263981,0.038000265,0.076431222,525965,32024,195100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gloucester County, Virginia",51073,0.896386274,0.017,0.6014639,0.079061382,0.240628616,0.239552219,0.096848847,0.068701058,0.084093539,576180,33897,228300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Northampton County, Virginia",51131,0.696363391,0.016,0.651835745,0.130383876,0.26294221,0.181149118,0.098686962,0.059212177,0.185330769,88840,24439,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Patrick County, Virginia",51141,0.753062224,0.029,0.581555518,0.156447729,0.264572484,0.231871885,0.064001344,0.041267708,0.182764992,198920,22062,116400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Powhatan County, Virginia",51145,0.949086162,0.014,0.652971233,0.072058515,0.223944845,0.229754322,0.152271296,0.060684538,0.048400644,378965,37759,271400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rockbridge County, Virginia",51163,0.787424362,0.033,0.666400107,0.101737083,0.25203252,0.199075925,0.114398685,0.084766094,0.136612022,226565,26153,213000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Shenandoah County, Virginia",51171,0.818366575,0.03,0.64037635,0.093878499,0.271669183,0.205668486,0.096503659,0.046997328,0.107329539,595420,27833,207900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fauquier County, Virginia",51061,0.913572367,0.023,0.525211604,0.053505028,0.183983216,0.203226507,0.155697027,0.09122477,0.060435506,1276950,42344,384100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Charles City County, Virginia",51036,0.85177453,0.029,0.801143674,0.166118656,0.30007148,0.206004289,0.065046462,0.037884203,0.130092924,107145,27526,168900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Culpeper County, Virginia",51047,0.913725066,0.035,0.586303271,0.098533201,0.201625372,0.202576809,0.101347869,0.063805748,0.07900892,875710,32907,285300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dinwiddie County, Virginia",51053,0.886982501,0.044,0.768969903,0.116610146,0.266744383,0.206867317,0.07891762,0.043591917,0.12512364,388835,27593,162300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Greene County, Virginia",51079,0.89883934,0.034,0.616743946,0.094487378,0.213549717,0.194281298,0.101545595,0.091396188,0.05929933,281400,32924,238300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hanover County, Virginia",51085,0.944988493,0.02,0.65903934,0.047707494,0.175837011,0.194851076,0.178795393,0.090790721,0.054811439,1289420,39592,275800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lunenburg County, Virginia",51111,0.723763369,0.02,0.689851767,0.164766249,0.292474344,0.200602704,0.057745561,0.019872943,0.164684802,124195,22395,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Orange County, Virginia",51137,0.893234181,0.036,0.569470965,0.081545546,0.245029765,0.205689094,0.102942828,0.067505335,0.08379198,581645,32591,233800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Wythe County, Virginia",51197,0.835021303,0.039,0.773565999,0.102073255,0.280338632,0.212715964,0.082308224,0.053075328,0.15438839,288730,23332,130800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Chesapeake city, Virginia",51550,0.937117554,0.032,0.524026575,0.052358927,0.16752586,0.231973762,0.134610209,0.082461526,0.087326549,2931845,36472,265600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Harrisonburg city, Virginia",51660,0.922027934,0.027,0.486149351,0.079901107,0.132662808,0.109288082,0.102807589,0.077878294,0.242606432,390110,17505,197400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Albemarle County, Virginia",51003,0.904781001,0.018,0.464059048,0.058295332,0.112011659,0.143745005,0.185482582,0.176390391,0.090968925,1028305,34970,344500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bedford County, Virginia",51019,0.853439081,0.024,0.643528264,0.073612466,0.226741798,0.214381065,0.127085794,0.081711763,0.090440006,943650,30297,200500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Botetourt County, Virginia",51023,0.888416363,0.024,0.65056288,0.053699356,0.235657095,0.230991512,0.129823611,0.079826621,0.079134309,421135,31198,225200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Wise County, Virginia",51195,0.842345603,0.041,0.731633568,0.177988469,0.216758488,0.209634849,0.062805894,0.039871877,0.202178091,271050,20783,85600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bristol city, Virginia",51520,0.847201557,0.033,0.47859645,0.116784421,0.218250905,0.209879475,0.106988066,0.066080864,0.222050704,143755,20447,112200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Portsmouth city, Virginia",51740,0.891820516,0.056,0.637030353,0.083127866,0.198539518,0.242973004,0.09216145,0.049668978,0.164797348,995060,26726,171800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Williamsburg city, Virginia",51830,0.899114363,0.036,0.403570463,0.0214363,0.094941845,0.097038139,0.13206654,0.14701109,0.159318366,108160,16061,300100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Alleghany County, Virginia",51005,0.839058999,0.028,0.741986131,0.106371844,0.294844956,0.222883684,0.076671464,0.036896507,0.197762659,140635,25969,116500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Carroll County, Virginia",51035,0.739203154,0.019,0.633633735,0.14301567,0.270125765,0.233674087,0.073205999,0.024547717,0.148934024,323730,22506,109200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Washington County, Virginia",51191,0.861103613,0.033,0.610355475,0.110171672,0.243281991,0.215656361,0.100338198,0.064735507,0.144506121,555850,24119,141300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Northumberland County, Virginia",51133,0.615434571,0.031,0.561400638,0.075267937,0.25983801,0.23864845,0.13940931,0.089176143,0.139082058,131350,30449,285900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Page County, Virginia",51139,0.796825668,0.038,0.767021769,0.135710977,0.322497789,0.169143964,0.065939619,0.035454124,0.181186576,345295,24100,168700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Warren County, Virginia",51187,0.883393746,0.039,0.59783518,0.094324317,0.247636188,0.201171132,0.10045882,0.045172248,0.101498137,711320,31986,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Alexandria city, Virginia",51510,0.919505946,0.025,0.214408485,0.056688285,0.090834159,0.139548257,0.218689499,0.251749145,0.104993451,2938140,55939,557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fredericksburg city, Virginia",51630,0.913107257,0.038,0.450595384,0.061505497,0.139239172,0.146545365,0.142751765,0.109487513,0.128982402,410800,32662,346500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hampton city, Virginia",51650,0.893154148,0.044,0.497835274,0.058797932,0.187966043,0.241468326,0.107985514,0.070569319,0.152002832,1429345,28890,186400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Arlington County, Virginia",51013,0.92600191,0.023,0.198867141,0.044253094,0.06051259,0.084528673,0.259586804,0.295237767,0.070577171,3968250,67089,669400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hopewell city, Virginia",51670,0.894695864,0.049,0.680382006,0.12209925,0.240806855,0.209478758,0.061451267,0.027534809,0.207024277,223525,24901,119700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Buchanan County, Virginia",51027,0.765797652,0.03,0.795826181,0.223416749,0.271795103,0.17747764,0.050049688,0.029451622,0.264658054,167765,17550,70800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Frederick County, Virginia",51069,0.921980115,0.024,0.54404425,0.078141698,0.224172959,0.192289174,0.11350158,0.079468721,0.06136014,1262735,35002,245100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Stafford County, Virginia",51179,0.958576454,0.027,0.380752993,0.04037858,0.143376941,0.199886121,0.148251535,0.105595367,0.043788018,2799675,44680,334600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"York County, Virginia",51199,0.890436229,0.037,0.375072129,0.037803128,0.121576635,0.206681758,0.16161392,0.143267196,0.045881604,705210,41650,324400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Richmond city, Virginia",51760,0.897392103,0.05,0.613717508,0.103410833,0.154209136,0.166788062,0.15721646,0.108402186,0.233695434,2285655,25725,220700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pittsylvania County, Virginia",51143,0.831543709,0.035,0.769732149,0.131671963,0.258658149,0.240612232,0.067595175,0.034535314,0.15333355,658670,24351,117400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fluvanna County, Virginia",51065,0.907849829,0.031,0.582908454,0.065215737,0.17540522,0.235940948,0.138383685,0.11262461,0.046457652,379060,37722,230600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Amelia County, Virginia",51007,0.863972578,0.017,0.789015093,0.115683834,0.275089466,0.200015559,0.067916602,0.043799595,0.132799129,230080,31377,204400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Winchester city, Virginia",51840,0.887188971,0.024,0.498470618,0.111770845,0.165785023,0.160063334,0.125661233,0.098924035,0.144085789,315445,27319,236800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Accomack County, Virginia",51001,0.630605619,0.023,0.564809725,0.134964266,0.279610286,0.172408527,0.079989005,0.053661963,0.196628184,282430,24781,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Floyd County, Virginia",51063,0.809089774,0.014,0.710200434,0.106344951,0.245882804,0.218945487,0.097089238,0.066449636,0.113621856,229055,27825,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Grayson County, Virginia",51077,0.709390588,0.033,0.616659288,0.135665043,0.30010752,0.227436595,0.07146923,0.023085194,0.195117323,161590,19666,95100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nottoway County, Virginia",51135,0.819580006,0.017,0.767032258,0.154774194,0.269419355,0.195483871,0.059935484,0.030451613,0.181548387,142870,23851,139900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
